KPI,KPI_VALUE,FISCAL_QUARTER_NAME,FISCAL_QUARTER_KEY,FISCAL_MONTH_NAME,FISCAL_MONTH_KEY,FISCAL_YEAR_NAME,THEATER,PRODUCT,SEGMENT,OPPORTUNITY_ID,ACCOUNT_ID,ACCOUNT_NAME,RECORD_TYPE,NEW_LOGO_FLAG,DEAL_VELOCITY,SYMBOL
Open Pipeline,997935.76,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Enterprise,OPP1050,ACC008,Wonka Holdings,ES2 Opportunity,N,,$
Open Pipeline,843896.51,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Commercial,OPP1051,ACC013,Vandelay Imports,ES2 Opportunity,N,,$
Open Pipeline,101016.1,4QFY25,20254,Feb FY25,202502,FY25,Americas,Others,Corporate,OPP1052,ACC025,Pendant Publishing,ES1 Opportunity,N,,$
Open Pipeline,309954.09,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Enterprise,OPP1053,ACC028,Cogswell Cogs,ES2 Opportunity,N,,$
Open Pipeline,171183.5,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Corporate,OPP1054,ACC025,Pendant Publishing,ES1 Opportunity,N,,$
Open Pipeline,2050491.26,4QFY25,20254,Feb FY25,202502,FY25,APJ,Others,Enterprise,OPP1055,ACC015,Hooli,ES1 Opportunity,N,,$
Open Pipeline,341585.16,4QFY25,20254,Feb FY25,202502,FY25,Americas,FB,Enterprise,OPP1056,ACC016,Dunder Mifflin,ES1 Opportunity,N,,$
Open Pipeline,488820.9,4QFY25,20254,Feb FY25,202502,FY25,Americas,FB,Enterprise,OPP1057,ACC029,Krusty Krab,ES2 Opportunity,N,,$
Open Pipeline,392363.7,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1058,ACC014,Pied Piper,ES2 Opportunity,N,,$
Open Pipeline,256128.12,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Corporate,OPP1059,ACC025,Pendant Publishing,ES2 Opportunity,N,,$
Open Pipeline,581712.85,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Enterprise,OPP1060,ACC025,Pendant Publishing,ES2 Opportunity,N,,$
Open Pipeline,63466.79,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Commercial,OPP1061,ACC029,Krusty Krab,ES1 Opportunity,N,,$
Open Pipeline,195988.2,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Enterprise,OPP1062,ACC026,Vehement Capital,ES1 Opportunity,N,,$
Open Pipeline,297570.29,4QFY25,20254,Feb FY25,202502,FY25,EMEA,Others,Corporate,OPP1063,ACC030,Planet Express,ES1 Opportunity,N,,$
Open Pipeline,238619.76,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1064,ACC006,Wayne Enterprises,ES1 Opportunity,N,,$
Open Pipeline,104552.27,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1065,ACC009,Tyrell Systems,ES1 Opportunity,N,,$
Open Pipeline,4743248.06,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Commercial,OPP1066,ACC002,Globex Corp,ES1 Opportunity,N,,$
Open Pipeline,1175731.08,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Enterprise,OPP1067,ACC027,Spacely Sprockets,ES2 Opportunity,N,,$
Open Pipeline,52055.47,4QFY25,20254,Feb FY25,202502,FY25,APJ,Others,Commercial,OPP1068,ACC012,Massive Dynamic,ES2 Opportunity,N,,$
Open Pipeline,84873.38,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Commercial,OPP1069,ACC010,Cyberdyne,ES2 Opportunity,N,,$
Open Pipeline,133277.19,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Commercial,OPP1070,ACC023,Wernham Hogg,ES2 Opportunity,N,,$
Open Pipeline,766046.91,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Corporate,OPP1071,ACC004,Umbrella Group,ES1 Opportunity,N,,$
Open Pipeline,1167941.77,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1072,ACC017,Nakatomi Trading,ES2 Opportunity,N,,$
Open Pipeline,276782.92,4QFY25,20254,Feb FY25,202502,FY25,EMEA,Others,Commercial,OPP1073,ACC023,Wernham Hogg,ES1 Opportunity,N,,$
Open Pipeline,175856.64,4QFY25,20254,Feb FY25,202502,FY25,APJ,Others,Enterprise,OPP1074,ACC018,Oscorp,ES1 Opportunity,N,,$
Open Pipeline,873668.14,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Enterprise,OPP1075,ACC030,Planet Express,ES2 Opportunity,N,,$
Open Pipeline,159391.92,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Enterprise,OPP1076,ACC011,Aperture Labs,ES2 Opportunity,N,,$
Open Pipeline,181178.7,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Corporate,OPP1077,ACC009,Tyrell Systems,ES1 Opportunity,N,,$
Open Pipeline,441532.42,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Commercial,OPP1078,ACC025,Pendant Publishing,ES2 Opportunity,N,,$
Open Pipeline,154769.68,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Commercial,OPP1079,ACC008,Wonka Holdings,ES2 Opportunity,N,,$
Open Pipeline,291636.85,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Commercial,OPP1080,ACC014,Pied Piper,ES1 Opportunity,N,,$
Open Pipeline,227432.09,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Enterprise,OPP1081,ACC004,Umbrella Group,ES2 Opportunity,N,,$
Open Pipeline,542271.36,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Commercial,OPP1082,ACC017,Nakatomi Trading,ES1 Opportunity,N,,$
Open Pipeline,814917.68,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Enterprise,OPP1083,ACC009,Tyrell Systems,ES1 Opportunity,N,,$
Open Pipeline,942944.48,4QFY25,20254,Feb FY25,202502,FY25,Americas,Others,Commercial,OPP1084,ACC015,Hooli,ES2 Opportunity,N,,$
Open Pipeline,350293.1,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Enterprise,OPP1085,ACC010,Cyberdyne,ES1 Opportunity,N,,$
Open Pipeline,140566.82,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Commercial,OPP1086,ACC008,Wonka Holdings,ES1 Opportunity,N,,$
Open Pipeline,777084.2,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Commercial,OPP1087,ACC019,Gringotts Bank,ES2 Opportunity,N,,$
Open Pipeline,616534.97,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Commercial,OPP1088,ACC009,Tyrell Systems,ES1 Opportunity,N,,$
Open Pipeline,502071.44,4QFY25,20254,Feb FY25,202502,FY25,Americas,FB,Enterprise,OPP1089,ACC023,Wernham Hogg,ES2 Opportunity,N,,$
Open Pipeline,454554.35,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1090,ACC003,Initech,ES1 Opportunity,N,,$
Open Pipeline,1351792.85,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Enterprise,OPP1091,ACC008,Wonka Holdings,ES2 Opportunity,N,,$
Open Pipeline,5753493.98,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1092,ACC024,Sterling Cooper,ES2 Opportunity,N,,$
Open Pipeline,297607.81,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Corporate,OPP1093,ACC016,Dunder Mifflin,ES1 Opportunity,N,,$
Open Pipeline,277718.38,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Commercial,OPP1094,ACC008,Wonka Holdings,ES2 Opportunity,N,,$
Open Pipeline,4982016.64,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Commercial,OPP1095,ACC006,Wayne Enterprises,ES1 Opportunity,N,,$
Open Pipeline,313258.26,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Commercial,OPP1096,ACC016,Dunder Mifflin,ES1 Opportunity,N,,$
Open Pipeline,1653308.19,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Commercial,OPP1097,ACC011,Aperture Labs,ES1 Opportunity,N,,$
Open Pipeline,268222.43,4QFY25,20254,Feb FY25,202502,FY25,APJ,Others,Corporate,OPP1098,ACC015,Hooli,ES1 Opportunity,N,,$
IQC Pipeline,151720.25,4QFY25,20254,Feb FY25,202502,FY25,EMEA,Others,Corporate,OPP1099,ACC028,Cogswell Cogs,ES2 Opportunity,N,,$
IQC Pipeline,275002.03,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Commercial,OPP1100,ACC015,Hooli,ES2 Opportunity,N,,$
IQC Pipeline,425073.37,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Enterprise,OPP1101,ACC016,Dunder Mifflin,ES1 Opportunity,N,,$
IQC Pipeline,310371.78,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1102,ACC008,Wonka Holdings,ES2 Opportunity,N,,$
IQC Pipeline,225271.1,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Commercial,OPP1103,ACC009,Tyrell Systems,ES2 Opportunity,N,,$
IQC Pipeline,183477.66,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Commercial,OPP1104,ACC030,Planet Express,ES2 Opportunity,N,,$
IQC Pipeline,475429.96,4QFY25,20254,Feb FY25,202502,FY25,Americas,Others,Enterprise,OPP1105,ACC014,Pied Piper,ES1 Opportunity,N,,$
IQC Pipeline,66567.88,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Enterprise,OPP1106,ACC019,Gringotts Bank,ES2 Opportunity,N,,$
IQC Pipeline,363377.22,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Commercial,OPP1107,ACC025,Pendant Publishing,ES2 Opportunity,N,,$
IQC Pipeline,278394.32,4QFY25,20254,Feb FY25,202502,FY25,EMEA,Others,Corporate,OPP1108,ACC013,Vandelay Imports,ES2 Opportunity,N,,$
IQC Pipeline,31685.07,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Commercial,OPP1109,ACC013,Vandelay Imports,ES1 Opportunity,N,,$
IQC Pipeline,135792.9,4QFY25,20254,Feb FY25,202502,FY25,APJ,Others,Commercial,OPP1110,ACC017,Nakatomi Trading,ES2 Opportunity,N,,$
IQC Pipeline,802182.03,4QFY25,20254,Feb FY25,202502,FY25,Americas,Others,Enterprise,OPP1111,ACC015,Hooli,ES2 Opportunity,N,,$
IQC Pipeline,83283.57,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Corporate,OPP1112,ACC028,Cogswell Cogs,ES1 Opportunity,N,,$
IQC Pipeline,854037.18,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Commercial,OPP1113,ACC002,Globex Corp,ES1 Opportunity,N,,$
IQC Pipeline,315945.84,4QFY25,20254,Feb FY25,202502,FY25,APJ,Others,Corporate,OPP1114,ACC014,Pied Piper,ES1 Opportunity,N,,$
Atbats,1340386.79,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Commercial,OPP1115,ACC002,Globex Corp,ES1 Opportunity,N,,$
Atbats,215517.29,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Enterprise,OPP1116,ACC019,Gringotts Bank,ES1 Opportunity,N,,$
Atbats,433814.47,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Corporate,OPP1117,ACC008,Wonka Holdings,ES1 Opportunity,N,,$
Atbats,293725.08,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1118,ACC001,Acme Industries,ES2 Opportunity,N,,$
Atbats,1066340.75,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Enterprise,OPP1119,ACC012,Massive Dynamic,ES2 Opportunity,N,,$
Atbats,266703.7,4QFY25,20254,Feb FY25,202502,FY25,EMEA,Others,Enterprise,OPP1120,ACC012,Massive Dynamic,ES2 Opportunity,N,,$
Atbats,431120.27,4QFY25,20254,Feb FY25,202502,FY25,APJ,Others,Commercial,OPP1121,ACC030,Planet Express,ES1 Opportunity,N,,$
Atbats,426220.66,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Enterprise,OPP1122,ACC008,Wonka Holdings,ES1 Opportunity,N,,$
Atbats,550299.32,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Commercial,OPP1123,ACC005,Stark Industries,ES1 Opportunity,N,,$
Atbats,2892571.69,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Commercial,OPP1124,ACC012,Massive Dynamic,ES2 Opportunity,N,,$
Atbats,459598.13,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Enterprise,OPP1125,ACC026,Vehement Capital,ES2 Opportunity,N,,$
Atbats,3176346.15,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Enterprise,OPP1126,ACC030,Planet Express,ES2 Opportunity,N,,$
Atbats,868915.84,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Enterprise,OPP1127,ACC003,Initech,ES2 Opportunity,N,,$
Atbats,2786446.99,4QFY25,20254,Feb FY25,202502,FY25,EMEA,Others,Corporate,OPP1128,ACC026,Vehement Capital,ES2 Opportunity,N,,$
Atbats,231911.88,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Commercial,OPP1129,ACC019,Gringotts Bank,ES1 Opportunity,N,,$
Atbats,168605.99,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Enterprise,OPP1130,ACC029,Krusty Krab,ES2 Opportunity,N,,$
Atbats,919295.78,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Enterprise,OPP1131,ACC030,Planet Express,ES1 Opportunity,N,,$
Atbats,792893.57,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Corporate,OPP1132,ACC016,Dunder Mifflin,ES2 Opportunity,N,,$
Atbats,125412.99,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Commercial,OPP1133,ACC024,Sterling Cooper,ES1 Opportunity,N,,$
Atbats,617278.62,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Enterprise,OPP1134,ACC004,Umbrella Group,ES2 Opportunity,N,,$
Atbats,1315111.0,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Enterprise,OPP1135,ACC008,Wonka Holdings,ES2 Opportunity,N,,$
Atbats,596757.59,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Enterprise,OPP1136,ACC004,Umbrella Group,ES2 Opportunity,N,,$
Atbats,121896.41,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Enterprise,OPP1137,ACC008,Wonka Holdings,ES1 Opportunity,N,,$
Atbats,371325.22,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1138,ACC001,Acme Industries,ES1 Opportunity,N,,$
Atbats,527210.66,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1139,ACC019,Gringotts Bank,ES1 Opportunity,N,,$
Atbats,205639.52,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1140,ACC003,Initech,ES2 Opportunity,N,,$
Atbats,246822.36,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Commercial,OPP1141,ACC020,Bluth Co,ES2 Opportunity,N,,$
Atbats,1105240.11,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Enterprise,OPP1142,ACC028,Cogswell Cogs,ES1 Opportunity,N,,$
Atbats,173220.81,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Enterprise,OPP1143,ACC011,Aperture Labs,ES1 Opportunity,N,,$
Atbats,361800.42,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Commercial,OPP1144,ACC013,Vandelay Imports,ES1 Opportunity,N,,$
Atbats,242501.61,4QFY25,20254,Feb FY25,202502,FY25,Americas,FB,Enterprise,OPP1145,ACC029,Krusty Krab,ES1 Opportunity,N,,$
Atbats,1548599.89,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Corporate,OPP1146,ACC027,Spacely Sprockets,ES2 Opportunity,N,,$
Atbats,258694.53,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Enterprise,OPP1147,ACC005,Stark Industries,ES2 Opportunity,N,,$
Atbats,545588.19,4QFY25,20254,Feb FY25,202502,FY25,Americas,FB,Enterprise,OPP1148,ACC024,Sterling Cooper,ES2 Opportunity,N,,$
Atbats,230692.91,4QFY25,20254,Feb FY25,202502,FY25,Americas,FB,Commercial,OPP1149,ACC004,Umbrella Group,ES2 Opportunity,N,,$
Atbats,88380.37,4QFY25,20254,Feb FY25,202502,FY25,EMEA,Others,Commercial,OPP1150,ACC020,Bluth Co,ES1 Opportunity,N,,$
Atbats,207122.36,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Commercial,OPP1151,ACC004,Umbrella Group,ES2 Opportunity,N,,$
Atbats,166129.65,4QFY25,20254,Feb FY25,202502,FY25,Americas,FB,Commercial,OPP1152,ACC028,Cogswell Cogs,ES1 Opportunity,N,,$
Atbats,464962.43,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Commercial,OPP1153,ACC030,Planet Express,ES2 Opportunity,N,,$
Atbats,717352.54,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Commercial,OPP1154,ACC011,Aperture Labs,ES2 Opportunity,N,,$
Atbats,217029.79,4QFY25,20254,Feb FY25,202502,FY25,Americas,FB,Enterprise,OPP1155,ACC021,Strickland Propane,ES2 Opportunity,N,,$
Atbats,322490.98,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Enterprise,OPP1156,ACC025,Pendant Publishing,ES1 Opportunity,N,,$
Atbats,1934601.23,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Commercial,OPP1157,ACC003,Initech,ES2 Opportunity,N,,$
Atbats,93294.07,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Enterprise,OPP1158,ACC017,Nakatomi Trading,ES2 Opportunity,N,,$
Atbats,92770.45,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FB,Commercial,OPP1159,ACC010,Cyberdyne,ES1 Opportunity,N,,$
Atbats,81669.16,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Enterprise,OPP1160,ACC025,Pendant Publishing,ES1 Opportunity,N,,$
Atbats,128549.56,4QFY25,20254,Feb FY25,202502,FY25,EMEA,FA,Commercial,OPP1161,ACC005,Stark Industries,ES2 Opportunity,N,,$
Atbats,148225.24,4QFY25,20254,Feb FY25,202502,FY25,APJ,FB,Commercial,OPP1162,ACC013,Vandelay Imports,ES2 Opportunity,N,,$
Atbats,1282453.6,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Commercial,OPP1163,ACC013,Vandelay Imports,ES2 Opportunity,N,,$
Atbats,87786.6,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Commercial,OPP1164,ACC014,Pied Piper,ES2 Opportunity,N,,$
Atbats,647583.81,4QFY25,20254,Feb FY25,202502,FY25,APJ,FA,Enterprise,OPP1165,ACC024,Sterling Cooper,ES1 Opportunity,N,,$
Atbats,196257.88,4QFY25,20254,Feb FY25,202502,FY25,Americas,FA,Commercial,OPP1166,ACC007,Soylent Co,ES1 Opportunity,N,,$
Atbats,864850.9,4QFY25,20254,Feb FY25,202502,FY25,APJ,Others,Commercial,OPP1167,ACC004,Umbrella Group,ES2 Opportunity,N,,$
